rxns,fluxvector
11DOCRTSLte,0
11DOCRTSTRNte,0
PRGNLONEte,0
CE2211te,-0
17AHPRGSTRNte,0
17AHPRGNLONEte,0
C03681te,-0
PRGNLONESte,-0
CE1352te,-0
C05769te,0
CE2006te,-0
GLCRt1,0
CE4890te2,1000
C09642te,423.008998250637
PPP9ABCte,-0
TYMte2,-1000
TRYPTAte,-0
CE4890te,-423.008998250636
SELMETHte,-0
CE7090te,0
CE7085te,-0
CE7096te,-0
CE4877te,-0
CE1447te,-0
C05769te3,0
C05770te4,0
C05770te,-1.4940912377996e-22
MLTHFte3,0
CE2705t,0
SPHS1Pt2e,0
MMAte,-0
TYMte,1000
13DAMPPte,-1000
HDD2CRNte2,-0
MLTHFte1,0
ARGN1ASPMDte,-0
CE1918te,0
34DHPHAte,0
34DHOXMANDte,0
CE6205te,-0
1A25DHVITD3te,0
AGMt_m,0
T4HCINNMtm,0
EX_T4hcinnm_e,-0
4HBZtm,-0
SUCSALtm,-287.199263151705
SUCSALte,-287.199263151705
EX_sucsal_e,-287.199263151705
CE5643te,-1000
EX_CE5643_e,-1000
CE1401te,1000
EX_CE1401_e,1000
EX_CE4890_e,576.991001749363
EX_C09642_e,423.008998250637
EX_13dampp_e,-1000
12PPDRte,1.38780775332233e-14
EX_12ppd__R_e,1.38780775332233e-14
GLCNte,1000
SPHGNSte,487.253317965235
EX_sphings_e,487.253317965235
FDPte,-0.505662428768123
EX_fdp_e,-0.505662428768123
UDPG4DOPA,0
UDPG3DOPA,0
DOPA4GLCURt,0
DOPA3GLCURt,0
CE5026t,-0
GGTe_1,-0
DOPAOQNOX,0
DOPACCL,576.991001749363
NADPQNOXR,0
NADQNOXR,0
DACGST,0
CE5025t,-0
ACER11r,-0
ACER12r,0
ACER21g,0
ACER22g,0
ACER23g,0
ACER31r,0
CRMte,500
DES21,0
GBA2e,-0
GM1tl,0
HEXA1l,0
HEXA2l,0
HEXA3e,0
HEXAHBl,0
NEU21,-0
NEU22,-0
NEU23,-0
NEU24,0
NEU25,0
NEU31e,0
NEU32e,-0
NEU33e,-0
NEU34e,-0
NEU35e,-0
NEU36e,-0
NEU37e,0
NEU38n,0
NEU39e,0
SMS1S2,-0
NH4tr,-1000
UDPGALt2n,487.253317965235
DM_no2_c,1000
DM_6hddopaqn_c,-0
GALSIDEtn,-487.253317965235
CERT1tn,487.253317965235
CATr,500
EX_gm1_hs_e,-0
HMR_0002,-0
HMR_0003,-0
HMR_0008,-0
BUTt,-0
HMR_0156,-0
HMR_0164,-0
HMR_0165,-0
HMR_0167,-0
HMR_0168,-0
HMR_0170,-0
HMR_0171,-0
HMR_0176,-0
HMR_0177,-0
HMR_0180,0
HMR_0183,-0
HMR_0184,-0
HMR_0188,0
FACOAE120,0
HMR_0191,0
HMR_0192,0
HMR_0193,0
HMR_0194,0
FACOAE140,0
HMR_0200,0
HMR_0201,0
HMR_0203,0
HMR_0204,0
HMR_0206,0
HMR_0207,0
HMR_0208,0
HMR_0209,0
HMR_0210,0
HMR_0211,0
HMR_0214,0
HMR_0215,0
FACOAE161,0
HMR_0232,0
HMR_0233,0
HMR_0234,0
HMR_0235,0
HMR_0238,0
HMR_0239,0
HMR_0240,0
HMR_0241,0
HMR_0242,0
HMR_0243,0
HMR_0244,0
HMR_0245,0
HMR_0246,0
HMR_0247,0
HMR_0253,0
HMR_0254,0
HMR_0255,0
HMR_0256,0
HMR_0257,0
FACOAL1812,0
HMR_0260,0
HMR_0261,0
HMR_0267,0
HMR_0268,0
HMR_0270,0
HMR_0271,0
HMR_0272,-0
HMR_0273,0
HMR_0276,0
HMR_0277,0
HMR_0278,0
HMR_0279,0
HMR_0280,0
HMR_0281,0
HMR_0287,0
HMR_0288,0
HMR_0289,0
HMR_0290,0
HMR_0291,0
HMR_0292,0
HMR_0293,-0
HMR_0296,0
HMR_0297,0
HMR_0298,0
HMR_0299,0
HMR_0300,0
HMR_0301,0
HMR_0302,0
HMR_0303,0
HMR_0304,0
HMR_0305,0
HMR_0306,0
HMR_0307,0
HMR_0308,0
HMR_0309,0
HMR_0310,0
HMR_0311,0
HMR_0317,0
HMR_0319,0
HMR_0321,0
HMR_0322,0
HMR_0323,0
HMR_0324,0
HMR_0325,0
HMR_0326,0
HMR_0327,0
HMR_0328,0
HMR_0329,0
ACChex,-0
HMR_0343,0
HMR_0344,0
HMR_0345,0
HMR_0346,0
HMR_0347,0
FACOAE1839Z12Z15Z,0
HMR_0354,0
HMR_0358,0
HMR_0359,0
HMR_0362,0
HMR_0363,0
HMR_0366,0
HMR_0367,0
HMR_0370,0
HMR_0371,0
HMR_0374,-0
HMR_0375,0
HMR_0378,-0
HMR_0380,0
HMR_0381,0
HMR_0382,0
HMR_0383,0
HMR_0384,0
HMR_0385,0
HMR_0386,0
HMR_0387,0
HMR_0388,0
HMR_0389,0
HMR_0390,0
HMR_0391,0
HMR_0392,0
HMR_0393,0
HMR_0394,0
HMR_0395,0
FACOAE1829Z12Z,0
FACOAE1836Z9Z12Z,0
HMR_0406,0
HMR_0410,0
HMR_0414,0
HMR_0415,0
HMR_0418,0
HMR_0419,0
HMR_0422,0
HMR_0423,0
HMR_0426,0
HMR_0427,0
HMR_0428,0
HMR_0429,0
HMR_0430,0
HMR_0431,0
HMR_0432,0
HMR_0433,0
HMR_0434,0
HMR_0435,0
HMR_0436,0
HMR_0437,0
HMR_0438,0
HMR_0439,0
G3PD2,-1000
HMR_0582,-0
HMR_0593,-0
HMR_0597,0
HMR_0598,0
HMR_0601,-0
HMR_0614,0
HMR_0625,0
HMR_0629,0
HMR_0641,-0
HMR_0642,0
HMR_0653,0
HMR_0654,0
HMR_0657,0
HMR_0672,-0
HMR_0750,-0
HMR_0753,0
HMR_0758,0
HMR_0765,-0
HMR_0767,0
SBPP3,0
HMR_0783,-0
HMR_0793,487.253317965235
HMR_0795,0
HMR_0805,0
HMR_0806,0
HMR_0807,0
HMR_0808,0
HMR_0811,-0
HMR_0812,0
HMR_0816,0
HMR_0817,0
HMR_0819,0
HMR_0821,0
HMR_0822,0
HMR_0823,0
HMR_0825,0
HMR_0828,0
HMR_0829,0
HMR_0830,0
HMR_0831,-0
HMR_0835,-0
HMR_0836,0
HMR_0837,0
HMR_0839,0
HMR_0843,-0
HMR_0844,0
HMR_0846,0
HMR_0847,-0
HMR_0849,0
HMR_0855,0
HMR_0859,0
HMR_0860,0
HMR_0875,0
HMR_0878,0
HMR_0889,0
HMR_0890,0
HMR_0906,0
HMR_0911,0
HMR_0942,0
HMR_0946,0
HMR_0950,0
HMR_0954,0
HMR_0960,0
HMR_0963,0
HMR_0981,0
HMR_0985,-0
HMR_0986,0
HMR_0987,0
HMR_1030,0
HMR_1033,0
HMR_1037,0
HMR_1039,-0
HMR_1077,-0
HMR_1081,3.14996800598433e-27
HMR_1084,0
HMR_1085,-0
HMR_1095,402.244335226685
HMR_1102,0
HMR_1126,0
HMR_1127,0
HMR_1129,0
HMR_1280,0
HMR_1305,0
HMR_1307,0
PGESc,-3.14996800598433e-27
HMR_1321,-1000
HMR_1325,-0
HMR_1329,-0
HMR_1388,0
HMR_1390,0
HMR_1392,0
HMR_1490,-0
HMR_1493,-0
HMR_1494,-0
HMR_1495,0
C3STDH1,0
HMR_1502,-0
HMR_1503,-0
HMR_1504,-0
HMR_1505,-0
HMR_1532,-0
HMR_1540,-0
HMR_1543,-0
HMR_1544,-0
HMR_1545,-0
HMR_1546,-0
HMR_1548,-0
HMR_1549,-0
HMR_1550,-0
HMR_1551,-0
HMR_1620,0
HMR_1627,0
HMR_1651,-0
HMR_1665,0
HMR_1666,0
HMR_1681,-0
HMR_1685,0
HMR_1706,-0
HMR_1737,0
HMR_1740,-0
HMR_1741,-0
HMR_1746,-0
HMR_1747,-0
HMR_1748,-0
HMR_1749,-0
HMR_1750,-0
HMR_1751,-0
HMR_1754,-0
HMR_1756,-0
HMR_1762,0
HMR_1768,-0
HMR_1769,-0
HMR_1783,-0
HMR_1807,0
HMR_1838,0
HMR_1897,0
HMR_1916,0
HMR_1927,0
HMR_1941,0
HMR_1944,0
HMR_1949,0
HMR_1958,0
HMR_1962,0
HMR_1967,0
HMR_1968,0
HMR_1970,0
HMR_1971,0
HMR_1976,0
HMR_1979,0
HMR_1980,0
HMR_1981,0
HMR_1982,0
HMR_1983,0
HMR_1988,0
HMR_1991,-0
HMR_1996,-0
HMR_2014,0
HMR_2016,0
HMR_2018,0
HMR_2029,-0
HMR_2041,1000
HMR_2088,0
HMR_2089,0
HMR_2190,0
HMR_2193,-0
HMR_2210,-0
HMR_2211,0
HMR_2215,0
HMR_2217,-0
HMR_2218,-0
HMR_2219,0
HMR_2259,0
HMR_2260,-0
HMR_2261,-0
HMR_2262,-0
HMR_2263,0
HMR_2264,-0
HMR_2265,-0
HMR_2266,-0
HMR_2267,0
HMR_2268,-0
HMR_2269,-0
HMR_2270,-0
DESAT18,0.1
HMR_2332,0
HMR_2334,-0
HMR_2336,-0
HMR_2338,-0
HMR_2342,0
HMR_2343,-0
HMR_2344,-0
HMR_2345,-0
HMR_2347,0
HMR_2348,-0
HMR_2349,-0
HMR_2350,-0
HMR_2353,0
HMR_2354,-0
HMR_2355,-0
HMR_2356,-0
HMR_2359,0
HMR_2361,0
HMR_2362,-0
HMR_2363,-0
HMR_2364,-0
HMR_2365,0
HMR_2368,0
HMR_2380,0
HMR_2395,0
HMR_2433,0
HMR_2434,-0
HMR_2435,-0
HMR_2436,-0
HMR_2440,0
HMR_2457,0
HMR_2472,0
HMR_2484,0
HMR_2530,0
HMR_2533,-0
HMR_2535,-0
HMR_2537,-0
HMR_2540,0
HMR_2541,-0
HMR_2542,-0
HMR_2543,-0
HMR_2581,0
HMR_2585,0
HMR_2602,-0
HMR_2603,-0
HMR_2608,-0
HMR_2609,-0
HMR_2611,0
CARN140t_m,-1000
HMR_2620,0
HMR_2621,-0
HMR_2624,-1000
HMR_2633,0
HMR_2634,-1000
HMR_2644,-1000
HMR_2648,0
HMR_2649,-0
HMR_2651,0
HMR_2652,-0
CARN180t_m,-1000
HMR_2657,0
VACCCPT1,0
HMR_2661,-0
HMR_2666,0
HMR_2667,-1000
HMR_2669,0
HMR_2670,-0
HMR_2673,-1000
HMR_2675,-0
HMR_2676,-0
HMR_2679,-1000
HMR_2681,0
HMR_2682,-0
HMR_2684,-0
HMR_2685,0
HMR_2687,0
HMR_2688,-0
HMR_2690,0
HMR_2691,0
HMR_2693,0
HMR_2695,0
HMR_2699,-0
HMR_2700,-0
HMR_2702,0
HMR_2703,-0
HMR_2705,-0
HMR_2706,0
HMR_2708,0
HMR_2709,-0
HMR_2711,-0
HMR_2712,-0
HMR_2715,-1000
HMR_2718,-1000
HMR_2722,-1000
HMR_2727,-1000
HMR_2731,-0
HMR_2733,0
HMR_2734,0
HMR_2736,0
HMR_2737,0
HMR_2739,0
HMR_2740,0
CARN1829Z12Zt_m,-1000
CARN1836Z9Z12Zt_m,-1000
HMR_2753,-1000
HMR_2757,-1000
HMR_2760,-1000
HMR_2764,-1000
HMR_2768,0
HMR_2769,-0
HMR_2771,0
HMR_2772,0
HMR_2774,0
HMR_2775,0
HMR_2817,-0
HMR_2821,-0
HMR_2851,0
HMR_2857,-0
HMR_2861,0
HMR_2865,0
HMR_2884,-0
HMR_2888,0
HMR_2942,0
HMR_2943,0
HMR_2944,0
HMR_2945,0
HMR_2946,0
HMR_2947,0
HMR_2948,0
HMR_2951,0
HMR_2954,0
HMR_2955,0
HMR_2956,0
HMR_2961,0
HMR_2962,0
HMR_2963,0
HMR_2964,0
HMR_2965,0
HMR_2966,0
HMR_2967,0
HMR_2968,0
HMR_2969,0
HMR_2970,0
HMR_2971,0
HMR_2972,0
HMR_2973,0
HMR_2974,0
HMR_2975,0
HMR_2976,0
HMR_2977,0
HMR_2978,0
HMR_2979,0
HMR_2980,0
HMR_2982,0
HMR_2983,0
HMR_2985,0
HMR_2986,0
HMR_2988,0
HMR_2989,0
HMR_2990,0
HMR_2994,0
HMR_2998,0
HMR_2999,0
HMR_3001,0
HMR_3002,0
HMR_3003,0
HMR_3018,0
HMR_3021,0
HMR_3023,0
HMR_3059,0
HMR_3064,-0
HMR_3068,-0
HMR_3072,-0
HMR_3076,0
HMR_3096,-0
HMR_3100,-0
HMR_3106,-2.23113960000008
HMR_3107,-0
HMR_3109,-0
HMR_3111,0
HMR_3113,-0
HMR_3115,0
HMR_3117,-0
ACOADH160_m,0
HMR_3128,0
ACOADH120_m,0
ACOADH100_m,0
HMR_3149,0
ACOADH60_m,0
HMR_3170,-0
HMR_3172,-0
HMR_3174,-0
HMR_3176,-0
HMR_3178,0
HMR_3180,-0
HMR_3182,0
HMR_3184,-0
HMR_3186,-0
HMR_3188,-0
HMR_3190,-0
HMR_3192,-0
HMR_3194,-0
HMR_3196,-0
HMR_3198,-0
HMR_3200,-0
HMR_3202,-0
HMR_3204,-0
HMR_3218,-0
HMR_3220,-0
HMR_3222,-0
HMR_3224,-0
HMR_3230,-0
HMR_3232,-0
HMR_3234,-0
HMR_3236,-0
HMR_3240,-0
HMR_3242,-0
HMR_3244,-0
HMR_3246,-0
HMR_3296,-0
HMR_3322,0
HMR_3328,-0
HMR_3332,-0
HMR_3336,-0
HMR_3340,-0
HMR_3344,-0
HMR_3348,-0
HMR_3352,-0
HMR_3398,-0
HMR_3406,-0
HMR_3407,-0
HMR_3408,-0
HMR_3409,0
HMR_3411,-0
HMR_3413,-0
HMR_3414,-0
HMR_3416,-0
HMR_3421,0
HMR_3422,0
HMR_3423,-0
HMR_3424,-0
HMR_3425,-0
HMR_3426,0
HMR_3427,0
HMR_3428,0
HMR_3429,-0
HMR_3431,-0
HMR_3432,-0
HMR_3433,-0
HMR_3446,-0
HMR_3447,-0
HMR_3448,0
HMR_3450,-0
HMR_3452,0
HMR_3454,-0
HMR_3456,0
HMR_3457,0
HMR_3522,0
HMR_3625,0
HMR_3626,0
HMR_3627,0
HMR_3628,0
HMR_3629,0
HMR_3630,0
HMR_3631,0
HMR_3633,0
HMR_3635,0
HMR_3636,0
HMR_3637,0
HMR_3639,0
HMR_3640,0
HMR_3642,0
HMR_3644,0
HMR_3645,0
HMR_3646,0
HMR_3647,0
HMR_3648,0
HMR_3649,0
HMR_3650,0
HMR_3651,0
HMR_3652,0
HMR_3653,0
HMR_3654,0
HMR_3655,0
HMR_3656,0
HMR_3657,0
HMR_3658,0
HMR_3659,0
HMR_3660,0
HMR_3662,0
HMR_3663,0
HMR_3664,0
HMR_3665,0
HMR_3666,0
HMR_3667,0
HMR_3668,0
HMR_3669,0
HMR_3670,0
HMR_3675,0
HMR_3677,0
HMR_3678,0
HMR_3679,0
HMR_3680,0
HMR_3681,0
HMR_3682,0
HMR_3684,0
HMR_3685,0
HMR_3686,0
HMR_3687,0
HMR_3688,0
HMR_3689,0
HMR_3690,0
HMR_3692,0
HMR_3694,0
HMR_3695,0
HMR_3696,0
HMR_3698,0
HMR_3699,0
HMR_3701,0
HMR_3703,0
HMR_3704,0
HMR_3705,0
HMR_3706,0
HMR_3707,0
HMR_3708,0
HMR_3709,0
HMR_3710,0
HMR_3711,0
HMR_3712,0
HMR_3713,0
HMR_3714,0
HMR_3715,0
HMR_3716,0
HMR_3717,0
HMR_3718,0
HMR_3719,0
HMR_3721,0
HMR_3722,0
HMR_3723,0
HMR_3724,0
HMR_3725,0
HMR_3726,0
HMR_3727,0
HMR_3728,0
HMR_3729,0
HMR_3734,0
HMR_3736,0
HMR_3737,0
HMR_3738,0
HMR_3739,0
HMR_3740,0
HMR_3741,0
HMR_3855,971.656332910248
HMR_3859,0
HMR_3864,0
HMR_3951,-6.07721700489648e-13
HMR_3953,-1000
HMR_3966,0
HMR_4079,0
CYTDK2,0
HMR_4266,900.314997123233
NADPPPS,0
XYLR,0
HMR_4701,-0
HMR_4756,0
PPPGO2_1,-0
BILIRED2,0
PROAKGOX1,0
HMR_4777,-0
SUCCt4_3,0
HMR_5387,-0
HMR_5389,0
METOX,0
FE2utm,0
CITt4_3,1000
HMR_6359,0
HMR_6362,0
HMR_6363,0
HMR_6364,0
HMR_6365,0
HMR_6385,-0
HMR_6397,-0
HMR_6456,1000
FADRx2,0
CLOHtex2,500
CLHCOtex,1000
HMR_6545,0
HMR_6549,0
HMR_6550,0
HMR_6558,0
MITKP,0
ITKPK,0
MI3PS,0
HMR_6583,0
HMR_6584,0
HMR_6595,0
HMR_6607,-500
HMR_6617,889.49765319192
HMR_6619,-889.49765319192
HMR_6632,0
HMR_6633,0
HMR_6747,-0
HMR_6755,0
TYROX,0
4HALDD,1000
HMR_6826,0
HMR_6834,-0
HMR_6854,0
HMR_6907,-0
HMR_6908,0
HMR_6910,0
HMR_6975,-0
HMR_6976,-0
HMR_6977,-0
HMR_6978,0
HMR_7256,0
HMR_7278,0
HMR_7469,0
HMR_7628,0
PMI12346PS,0
SO4t4_3,0
GLYCTO1,824.340933333332
HMR_7755,0
HMR_7757,-0
HMR_7758,0
HMR_7898,-1000
HMR_8287,-0
HMR_8374,-0.248519999999548
HMR_8397,-0
HMR_8399,-0
DCYTtm,-954.156848919001
HMR_8476,889.49765319192
HMR_8510,0
HMR_8570,-0
HMR_8571,-0
HMR_8572,-0
HMR_8573,-0
HMR_8574,-0
HMR_8575,-0
HMR_8576,-0
HMR_8577,-0
HMR_8578,-0
HMR_8579,0
HMR_8580,-0
HMR_8582,0
HMR_8585,0
HMR_8643,0
CLFORtex2,0
HMR_8761,0
HMR_8762,0
GALt4_2,0
GLCt4_2,419.569430755717
HMR_9176,-0
HMR_9188,-1000
HMR_9191,1000
HMR_9561,0
HMR_9582,0
HMR_9583,0
HMR_9584,0
SO4t_e,-1000
HMR_9593,0
HMR_9610,-1.48307020256422e-13
HMR_9613,0
HMR_9619,0
HMR_9623,0
HMR_9624,0
HMR_9634,-333.333333333333
HMR_9638,-1000
HMR_9639,249.581071183969
HMR_9719,0
HMR_9804,-0
HMR_9807,0
HMR_2957,0
HMR_6580,0
C14STR,-0
HMR_0980,-0
HMR_4816,0
HMR_1644,-0
HMR_4772,0
EX_glc__D_e,-0.2718
12DHCHOLabc,0
12DHCHOLt,0
12DHCHOLt2,0
3DHCAS,0
3DHCDCAS,0
3DHCDCHOLabc,0
3DHCDCHOLt,0
3DHCDCHOLt2,0
3DHCHOLabc,0
3DHCHOLt,0
3DHCHOLt2,0
3DHDCAabc,0
3DHDCAS,0
3DHDCAt,0
3DHDCAt2,0
3DHLCAabc,0
3DHLCAS,0
3DHLCAt,0
3DHLCAt2,0
7DHCDCHOLabc,0
7DHCDCHOLt,0
7DHCDCHOLt2,0
7DHCHOLabc,0
7DHCHOLt,0
7DHCHOLt2,0
CA24GSc,0
CA24GSr,0
CA24Gte,0
CA3Sabc,0
CA3St,0
CASULT,0
CDCA24GSc,0
CDCA24GSr,0
CDCA24Gte,0
CDCA3GSc,0
CDCA3GSr,0
CDCA3Gte,0
HC02220t,0
CDCA6AH,0
COPROSTabc,0
COPROSTt,0
COPROSTt2,0
DCA24GSc,0
DCA24GSr,0
DCA24Gte,0
DCA3GSc,0
DCA3GSr,0
DCA3Gte,0
DCA3Sabc,0
DCA3St,0
DCASULT,0
DM_hdca24g_c,1000
GCA3Sabc,0
GCA3St,0
GCASULT,0
GCDCA3Sabc,0
GCDCA3St,0
GCDCASULT,0
GDCA3Sabc,0
GDCA3St,0
GDCASULT,0
GUDCA3Sabc,0
GUDCA3St,0
GUDCASULT,0
HCA24GSc,0
HCA24GSr,0
HCA24Gte,0
HCA6Gte,-0
HDCA24GSc,1000
HDCA24GSr,0
HDCA24Gte,0
HDCA6GSc,0
HDCA6GSr,0
HDCA6Gte,0
HYOCHOLabc,0
HYOCHOLt,0
HYOCHOLt2,0
ICDCHOLabc,0
ICDCHOLt,0
ICDCHOLt2,0
ISOCHOLabc,0
ISOCHOLt,-1000
ISOCHOLt2,1000
LCA24GSc,0
LCA24GSr,0
LCA24Gte,0
LCA3GSc,0
LCA3GSr,0
LCA3Gte,0
LCA3Sabc,0
LCA3St,0
LCASULT,0
TCA3Sabc,0
TCA3St,0
TCASULT,0
TCDCA3Sabc,0
TCDCA3St,0
TCDCA6AH,0
TCDCASULT,0
TDCA3Sabc,0
TDCA3St,0
TDCASULT,0
THYOCHOLabc,0
THYOCHOLt,-1000
THYOCHOLt2,1000
TUDCA3Sabc,0
TUDCA3St,0
TUDCASULT,0
UCHOLabc,0
UCHOLt,-1000
UCHOLt2,1000
UDCA3Sabc,0
UDCA3St,0
UDCASULT,0
UDCHOLt,-830.425569244282
UDCHOLt2,830.425569244282
12HTACRhr,-0
14HMDZALThr,0
14HMDZhr,0
1HMDGLUChr,0
1OHMDZhr,0
2HATVACIDGLUChr,0
2HATVACIDGLUCteb,-0
2HATVACIDOXDhc,0
2HATVACIDhc,0
2HATVACIDteb,-0
2HATVLACGLUChr,0
2HATVLACGLUCteb,-0
2HATVLACOXDhc,0
2HATVLACteb,0
35DHPVShc,0
35DSMVhep,0
3HLVSTAChep,-0
3HPVSTETCOAhcm,-0
3HPVSTETCOAhcx,0
3HPVSTETteb,-0
3HPVShc,0
3HPVSteb,-0
3HSMVACIDhep,-0
3HSMVhep,-0
3ISPVSteb,-0
3OHACMPhr,-0
4HATVACIDOXDhc,-0
4HATVACIDhc,0
4HATVACIDteb,-0
4HATVLACOXDhc,-0
4HATVLACteb,0
4HMDZGLUChr,0
4OHMDZhr,0
56DHPVShc,-0
56DHPVSteb,-0
56EPPVShc,0
56EPPVSteb,-0
5OHFVShc,0
6BHGLZhr,0
6CSMVACIDhep,-0
6CSMVhep,0
6EPSteb,-0
6HLVSTAChep,-0
6HMSMVACIDhep,-0
6HMSMVhep,0
6HSMVACIDhep,-0
6HSMVhep,0
6MELACAChep,-0
6MELVACtbc,-0
6MSMVhep,0
6OHFVShc,-0
7BHGLZhr,0
7HPVShc,0
7HPVSteb,-0
ALLOP2tu,0
ACMPtu,0
ACMPGLUChr,0
ACMPGLUTtep,0
ACMPGLUTthc,0
ACMPGLUtep,0
ACMPGLUthc,0
ACMPthc,0
ALLOP1tu,0
ALLOPtepvb,0
AM19CSALThr,0
AM1CSAhr,0
AM9CSAhr,0
ATVACIDhc,0
ATVACIDtu,0
ATVACYLGLUChc,0
ATVETHGLUChc,0
ATVLACGLCURhc,0
ATVLACtu,-0
CRVS1M24hc,-0
CRVS23M24hc,0
CRVSATPtu,0
CRVSM1hc,0
CRVSM1hr,0
CRVSM1teb,-0
CRVSM23hc,0
CRVSM23hr,0
CRVSM23teb,-0
CRVSM24teb,-0
CSAtu,-0
DEOXFVShc,2.23113960000008
DEOXFVStev,2.23113960000008
DESFVShc,0
DSPVShc,0
DSPVSteb,-0
EX_deoxfvs_e,2.23113960000008
EX_fvs_e,-2.23113960000008
FVStep,-2.23113960000008
GLC3MEACPhr,0
IBUP_RCYP2hep,0
IBUP_RCYP3hep,0
IBUP_RCYPCARhep,-0
IBUP_SACOT2,-0
IBUP_SCYP1hep,0
IBUP_SCYP2hep,0
IBUP_SCYP3hep,0
IBUP_SCYPCARhep,-0
IBUP_Stdhep,-1000
IBUP_Stdu,1000
ISOLVSTtbc,0
LST4EXPhr,0
LSTNtu,0
LSTNM1hr,0
LSTNM2hr,0
LSTNM5hr,0
LSTNM7hr,0
LVSTACIDhep,-0
LVSTACIDtu,-0
LVSTACOXD6Hhep,0
LVSTACOXD6MEhep,0
LVSTOXD3Hhep,0
LVSTOXD6Hhep,0
LVSTOXD6METhep,0
LVSTPGPtu,0
MDZtu,0
MERACMPtep,0
MERACMPthc,0
MHGLZhr,0
NDERSVhc,0
NDERSVteb,0
NFDACOXDhc,-0
OXYPthc,0
PROFVSCOAhc,0
PTVSTATPtu,0
PTVSTGLUChc,0
PTVSTM13hr,0
PTVSTM3eb,0
PTVSTM3hc,0
PTVSThc,-0
PVSATPtu,-0
PVSGLUCteb,0
RSVATPtu,0
RSVLACteb,0
RSVSPONhc,0
SMVACIDATPteb,0
SMVACIDhep,0
SMVtu,0
SMVHYDROhep,0
SULPACMPtev,-0
TACRtu,0
TMDM1hr,-0
TMDM5hr,-0
TMDOATthc,-0
TRIPVShc,0
TRIPVSteb,0
DEOXFVSitx,-2.23113960000008
FVSitx,2.23113960000008
H2O2ter,1000
EX_M02155_e,-1000
EX_M02837_e,-0
SK_his__L_c,-92.1455501136112
SK_ile__L_c,-208.540850002386
SK_leu__L_c,-397.682483356644
SK_lys__L_c,-431.630383525867
SK_met__L_c,-111.53476676174
SK_phe__L_c,-189.131633354257
SK_thr__L_c,-227.940066650516
SK_trp__L_c,-9.6996083240646
SK_val__L_c,-257.038162657707
SK_ala__L_c,-1000
SK_arg__L_c,-261.887966819739
SK_asn__L_c,-203.691045840354
SK_asp__L_c,-257.038162657707
SK_gln__L_c,-257.103152814516
SK_glu__L_c,-1000
SK_pro__L_c,-952.232321090832
SK_tyr__L_c,-116.394570923773
SK_gly_c,-1000
SK_4abut_l,-0
DM_CE4888_c,576.991001749363
DCMPtm,-954.156848919001
PROTEIN_BS,0
DM_protein_c,-0
CYOR_u10mi,833.333333333333
Htmi,1000
CYOOm2i,416.666666666667
R04215,-1000
SK_cmpglna_c,-1000
SK_ficytb5_c,-0
SK_HC01115_c,1000
ATPS4mi,1000
PNTEH,0
PIK3,0
PI4P3K,0
PI5P3K,0
